Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Grevillea,Proteaceae,Proteales,0.853485064,0.157894737,1,1,0.000625,0,.,.,1,.,0.253,0.83,.
Grindelia,Asteraceae,Asterales,4.093567251,0.368421053,0.78125,0.052631579,0.00210989,.,.,.,.,.,.,.,.
Grusonia,Cactaceae,Caryophyllales,0,0,1,1,0,.,.,.,.,.,.,.,.
Guilleminea,Amaranthaceae,Caryophyllales,0,0,1,0,0.041463415,.,.,.,.,.,.,.,.
Guillenia,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,.,.,.,0.38,.
Gunnera,Gunneraceae,Gunnerales,0,0,1,0,0,.,.,.,1,2,.,6.67,0
Gutierrezia,Asteraceae,Asterales,0,0,0.8,0.6,0.00210989,.,.,.,.,.,.,.,.
Gymnadenia,Orchidaceae,Asparagales,50,0.25,1,0,0,.,0.583333333,1,1,3,.,5.51,.
Gymnosteris,Polemoniaceae,Ericales,0,0,0,0,0,.,.,.,.,.,.,.,.
Gynatrix,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.
Gypsophila,Caryophyllaceae,Caryophyllales,0,0,0.75,0,0.001818182,.,1,0.916666667,1,.,.,0.7,.
Habenaria,Orchidaceae,Asparagales,5.714285714,0.4,1,0,0,1,.,.,1,2.192307692,.,15.48,.
Hackelia,Boraginaceae,Boraginales,0,0,0.826923077,0,0.001824818,.,.,.,.,.,.,.,.
Hakea,Proteaceae,Proteales,0,0,1,1,0.000625,.,.,.,1,.,.,0.95,2.105263158
Halgania,Boraginaceae,Boraginales,0,0,1,1,0.001824818,.,.,.,.,.,.,.,.
Halimione,Amaranthaceae,Caryophyllales,0,0,0.666666667,0.666666667,0.041463415,.,.,.,.,.,.,.,.
Halimium,Cistaceae,Malvales,4.166666667,0.166666667,1,1,0.011428571,.,.,.,.,.,.,2.532857143,29.23687538
Halimolobos,Brassicaceae,Brassicales,0,0,0.75,0,0.00485306,.,.,.,.,.,.,.,.
Halopeplis,Amaranthaceae,Caryophyllales,0,0,0,0,0.041463415,.,.,.,.,.,.,.,.
Halophila,Hydrocharitaceae,Alismatales,0,0,1,0,0,.,.,.,.,.,.,.,.
Haloragis,Haloragaceae,Saxifragales,7.142857143,0.25,0.875,0.125,0,.,.,.,0,.,.,.,.
Halosarcia,Amaranthaceae,Caryophyllales,0,0,1,0.777777778,0.041463415,.,.,.,.,.,.,.,.
Haplopappus,Asteraceae,Asterales,0.252525253,0.055555556,0.913043478,0.391304348,0.00210989,.,.,.,.,3,.,.,.
Haplophyllum,Rutaceae,Sapindales,0,0,1,0,0.001652893,.,.,.,.,.,.,.,.
Haplostachys,Lamiaceae,Lamiales,0,0,1,0,0.004320557,.,.,.,.,.,.,.,.
Harmsiodoxa,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,1,.,.,.,.
Hastingsia,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Hazardia,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,.,.,.,.
Hebe,Plantaginaceae,Lamiales,14.28571429,0.428571429,1,1,0.005925926,.,.,.,.,2,.,.,.
Hedeoma,Lamiaceae,Lamiales,0,0,0.55,0,0.004320557,.,.,.,.,.,.,.,.
Hedera,Araliaceae,Apiales,0,0,1,1,0,.,1,0.5,1,.,.,2.637368421,58.80829499
Hedyotis,Rubiaceae,Gentianales,0.529100529,0.071428571,0.875,0.410714286,6.00E-04,.,.,.,.,.,.,.,.
Hedypnois,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,1.7,.
Hedysarum,Fabaceae,Fabales,0,0,0.863636364,0,0.096494845,.,1,0.5,1,.,0.869,2.612,6.859648961
Helenium,Asteraceae,Asterales,0,0,0.633333333,0,0.00210989,.,.,.,.,.,.,.,.
Helianthella,Asteraceae,Asterales,15,0.3,1,0,0.00210989,.,.,.,.,.,.,.,.
Helianthemum,Cistaceae,Malvales,0.12195122,0.024390244,0.829268293,0.731707317,0.011428571,.,1,1,1,3,.,2.23,.
Helianthus,Asteraceae,Asterales,1.647058824,0.411764706,0.75,0,0.00210989,0,1,0.5,1,.,0.748,4.738888889,49.89142845
Helichrysum,Asteraceae,Asterales,0.476190476,0.047619048,0.857142857,0,0.00210989,0,1,0.5,1,1.3125,.,.,.
Heliconia,Heliconiaceae,Zingiberales,0,0,1,0,0,1,.,.,.,1.90625,.,0.45,.
Helictotrichon,Poaceae,Poales,0,0,1,0,0.074314214,.,1,0.625,0,0.5,.,9.76,72.67159894
Heliomeris,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,.,.,.,.,.
Heliotropium,Boraginaceae,Boraginales,0,0,0.357142857,0,0.001824818,0,1,1,1,1.636363636,.,.,.
Helleborus,Ranunculaceae,Ranunculales,0,0,1,0.733333333,0,.,1,0.833333333,1,.,.,14.14945946,13.61043407
Hemerocallis,Xanthorrhoeaceae,Asparagales,0,0,1,0,0,.,1,0,1,.,.,.,.
Hemicarpha,Cyperaceae,Poales,0,0,0,0,0.00045977,.,.,.,.,.,.,.,.
Hemichroa,Amaranthaceae,Caryophyllales,0,0,1,0,0.041463415,.,.,.,.,.,.,.,.
Hemigraphis,Acanthaceae,Lamiales,0,0,1,0,0.000857143,.,.,.,.,.,.,.,.
Hemizonia,Asteraceae,Asterales,0,0,0.105263158,0.105263158,0.00210989,.,.,.,.,.,.,.,.
Hepatica,Ranunculaceae,Ranunculales,100,0.5,1,0,0,.,1,0.5,1,.,.,20.71416667,0
Heptaptera,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Heracleum,Apiaceae,Apiales,1.098901099,0.071428571,0.772727273,0,0.003968254,.,1,1,1,.,.,1.956666667,7.819309438
Herniaria,Caryophyllaceae,Caryophyllales,0,0,0.576923077,0,0.001818182,.,1,1,1,.,.,0.53,.
Hesperevax,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Hesperis,Brassicaceae,Brassicales,0,0,0.5,0,0.00485306,.,1,1,1,.,.,3.8,.
Hesperochiron,Boraginaceae,Boraginales,0,0,1,0,0.001824818,.,.,.,.,.,.,.,.
Hesperolinon,Linaceae,Malpighiales,0,0,0,0,0,.,.,.,.,.,.,.,.
Hesperomannia,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,4,.,.,.
Heteranthera,Pontederiaceae,Commelinales,0,0,0.642857143,0,0.03030303,.,.,.,.,.,.,.,.
Heterotheca,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,.,.,.,.,.
Heuchera,Saxifragaceae,Saxifragales,3.296703297,0.214285714,1,0,0,.,.,.,.,.,.,.,.
Hibbertia,Dilleniaceae,Dilleniales,0,0,1,0.956521739,0,.,.,.,.,.,.,2.64,.
Hibiscadelphus,Malvaceae,Malvales,6.666666667,0.166666667,1,1,0.006153846,.,.,.,.,4.428571429,.,.,.
Hibiscus,Malvaceae,Malvales,0,0,0.782608696,0.403846154,0.006153846,0,1,1,1,1.85,.,1.53,.
Hieracium,Asteraceae,Asterales,0.95317248,1.320143885,1,0,0.00210989,.,0.5,0.505952381,1,2.625,.,5.173731343,22.94792448
Hierochloe,Poaceae,Poales,0,0,1,0,0.074314214,.,0.5,0.5,0,.,.,12.14,29.62615383
Hilaria,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,.,.
Hippocrepis,Fabaceae,Fabales,0,0,0.666666667,0.583333333,0.096494845,.,1,1,1,.,.,1.56,30.82260328
Hippuris,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,1,0.5,0,.,.,.,.
Hoffmannseggia,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.
Hohenackeria,Apiaceae,Apiales,0,0,0,0,0.003968254,.,.,.,.,.,.,.,.
Hoita,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.
Holcus,Poaceae,Poales,1.470588235,0.117647059,0.823529412,0,0.074314214,.,1,0.25,0,.,.,2.942,34.96959678
Holocarpha,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Holodiscus,Rosaceae,Rosales,100,0.5,1,1,0.001060071,.,.,.,.,.,.,.,.
Homeria,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Homogyne,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,0.5,1,.,.,.,.
Hordeum,Poaceae,Poales,0.808080808,0.177777778,0.329621381,0,0.074314214,.,1,1,0,.,0.01,6.722475248,35.53797327
Horkelia,Rosaceae,Rosales,0,0,1,0,0.001060071,.,.,.,.,.,.,.,.
Horkeliella,Rosaceae,Rosales,0,0,1,0,0.001060071,.,.,.,.,.,.,.,.
Hornungia,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,1,1,1,.,.,0.19,14.88645855
Horsfordia,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,.,.,.,.
Hosta,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,10.8837931,20.88215929
Houstonia,Rubiaceae,Gentianales,0,0,1,0,6.00E-04,.,.,.,.,.,.,.,.
Hovea,Fabaceae,Fabales,0,0,1,0.7,0.096494845,.,.,.,.,.,.,.,.
Hudsonia,Cistaceae,Malvales,0,0,1,1,0.011428571,.,.,.,.,.,.,.,.
Huetia,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Hulsea,Asteraceae,Asterales,2.222222222,0.1,0.636363636,0,0.00210989,.,.,.,.,.,.,.,.
Humulus,Cannabaceae,Rosales,0,0,1,0,0.017647059,.,1,0.5,0,.,.,2.675555556,27.72009967
Huperzia,Lycopodiaceae,Lycophyta,5,0.375,1,0,0,.,1,0.5,.,1.875,.,5.38,0
Hutera,Brassicaceae,Brassicales,0,0,0.25,0,0.00485306,.,.,.,.,.,.,.,.
Hyacinthella,Asparagaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Hyacinthoides,Asparagaceae,Asparagales,13.33333333,0.333333333,1,0,0,.,1,0.5,1,.,.,21.2,.
Hyalosperma,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,1,.,.,.,.
Hydrangea,Hydrangeaceae,Cornales,0,0,1,1,0,.,.,.,1,.,.,1.875675676,24.94940827
Hydrocotyle,Araliaceae,Apiales,0,0,0.815789474,0,0,0,1,0.5,1,1.125,.,0.98,.
Hydrophyllum,Boraginaceae,Boraginales,0,0,0.909090909,0,0.001824818,.,.,.,.,.,0.708,.,.
Hymenoclea,Asteraceae,Asterales,50,0.25,1,1,0.00210989,.,.,.,.,.,.,.,.
Hymenolobus,Brassicaceae,Brassicales,0,0,1,0,0.00485306,.,.,.,.,.,.,.,.
Hymenonema,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Hymenopappus,Asteraceae,Asterales,0,0,0.25,0,0.00210989,.,.,.,.,.,.,.,.
Hymenophyllum,Hymenophyllaceae,Monilophyta,0,0,1,0,0,.,1,0,.,2.928571429,.,.,.
Hymenothrix,Asteraceae,Asterales,0,0,0.502512563,0,0.00210989,.,.,.,.,.,.,.,.
Hymenoxys,Asteraceae,Asterales,0.735294118,0.058823529,0.722222222,0,0.00210989,.,.,.,.,.,.,.,.
Hyoscyamus,Solanaceae,Solanales,0,0,0.163265306,0,0.089837398,.,1,1,1,.,.,2.0525,26.41854916
Hyoseris,Asteraceae,Asterales,0,0,0.666666667,0,0.00210989,.,.,.,1,.,.,.,.
Hypecoum,Papaveraceae,Ranunculales,0,0,0,0,0,.,.,.,.,.,.,.,.
Hypericum,Hypericaceae,Malpighiales,0.129032258,0.08,0.932432432,0.211711712,0,0,0.954545455,0.607142857,1,1.571428571,.,0.49875,45.74774269
Hypochaeris,Asteraceae,Asterales,4.761904762,0.142857143,0.857142857,0,0.00210989,0,1,0.75,1,0,.,2.102352941,53.95340347
Hypochoeris,Asteraceae,Asterales,1.282051282,0.076923077,0.730769231,0,0.00210989,.,.,0.5,.,.,.,.,.
Hypolepis,Dennstaedtiaceae,Monilophyta,30,0.6,1,0,0,.,.,.,.,.,.,.,.
Hypoxis,Hypoxidaceae,Asparagales,0,0,1,0,0,0,.,.,.,.,.,.,.
Hyptis,Lamiaceae,Lamiales,0,0,1,0,0.004320557,0.666666667,.,.,1,3.5,.,.,.
Iberis,Brassicaceae,Brassicales,0,0,0.446428571,0,0.00485306,.,1,1,1,.,.,0.565,1.251516427
Ilex,Aquifoliaceae,Aquifoliales,0,0,1,1,0,0,1,0.5,0.983870968,2.051546392,.,2.383333333,71.51272018
Iliamna,Malvaceae,Malvales,0,0,1,0,0.006153846,.,.,.,.,.,.,.,.
Impatiens,Balsaminaceae,Ericales,0,0,0.142857143,0,0,1,1,1,1,2.4,0.4545,1.762,53.46667417
Indigofera,Fabaceae,Fabales,0,0,1,0.75,0.096494845,1,.,.,1,1,.,3.38,.
Inula,Asteraceae,Asterales,2.307692308,0.288461538,0.923076923,0.038461538,0.00210989,0,1,0.5,1,.,.,2.82,28.08367358
Ionopsidium,Brassicaceae,Brassicales,0,0,0,0,0.00485306,.,.,.,.,.,.,1.4,.
Ipomoea,Convolvulaceae,Solanales,0.101010101,0.022222222,0.611111111,0,0.044375,0.045454545,.,.,1,2,0.3845,1.212222222,36.19817767
Ipomopsis,Polemoniaceae,Ericales,1.098901099,0.071428571,0.5,0,0,.,.,.,.,.,.,.,.
Iris,Iridaceae,Asparagales,0.233100233,0.08974359,1,0,0,.,1,0.384615385,1,.,0.826,9.688148148,43.42707811
Isachne,Poaceae,Poales,0,0,1,0,0.074314214,.,.,.,.,.,.,1.535,0
Isatis,Brassicaceae,Brassicales,0,0,0.2,0,0.00485306,.,1,1,1,.,.,0.58,.
Isocoma,Asteraceae,Asterales,100,0.5,1,1,0.00210989,.,.,.,.,.,.,.,.
Isoetes,Isoetaceae,Lycophyta,1.111111111,0.194444444,1,0,0,.,1,0.5,.,3.333333333,.,6.86,105.3444796
Isolepis,Cyperaceae,Poales,0,0,0.6,0,0.00045977,.,1,0.666666667,0,.,.,.,.
Isopogon,Proteaceae,Proteales,0,0,1,1,0.000625,.,.,.,.,.,.,.,.
Isopyrum,Ranunculaceae,Ranunculales,0,0,1,0,0,.,.,.,.,.,.,0.44,.
Isotoma,Campanulaceae,Asterales,0,0,1,0,0,.,.,.,.,.,.,.,.
Isotria,Orchidaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Iva,Asteraceae,Asterales,0,0,0.6,0.166666667,0.00210989,.,1,1,0,.,.,3.17,.
Ivesia,Rosaceae,Rosales,0.158730159,0.027777778,1,0,0.001060071,.,.,.,.,.,.,.,.
Ixia,Iridaceae,Asparagales,0,0,1,0,0,0,.,.,.,.,.,3.5,.
Ixiolaena,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Jacquemontia,Convolvulaceae,Solanales,0,0,.,0,0.044375,.,.,.,1,.,.,.,.
Jamesia,Hydrangeaceae,Cornales,0,0,1,1,0,.,.,.,.,.,.,.,.
Jasione,Campanulaceae,Asterales,0,0,0.611111111,0,0,.,1,1,1,3,.,.,.
Jasminum,Oleaceae,Lamiales,0,0,1,1,0.003252033,0.25,.,.,1,.,.,1.44,.
Jasonia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Jatropha,Euphorbiaceae,Malpighiales,0,0,1,0.5,0.01239531,0,.,.,1,1.75,.,0.365,25.18462508
Jepsonia,Saxifragaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.
Johanneshowellia,Polygonaceae,Caryophyllales,0,0,0,0,0.002727273,.,.,.,.,.,.,.,.
Jovibarba,Crassulaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.
Juglans,Juglandaceae,Fagales,0,0,1,1,0,.,1,1,0,1.875,0.9475,0.62,.
Juncus,Juncaceae,Poales,0.116788321,0.16,0.848547718,0,0,.,1,0.661290323,0.029411765,.,0.056,1.275555556,81.76068291
Juniperus,Cupressaceae,Pinophyta,0.793650794,0.107142857,1,1,0.007142857,.,1,1,0.125,0.66,.,14.32894737,32.1221637
Jurinea,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,1,1,.,.,1.8,.
Kalanchoe,Crassulaceae,Saxifragales,0,0,1,0,0,0,.,.,.,1,.,.,.
Kalidium,Amaranthaceae,Caryophyllales,0,0,1,1,0.041463415,.,.,.,.,.,.,.,.
Kalmia,Ericaceae,Ericales,0,0,1,1,0,.,1,0.5,1,.,0.967,.,.
Keckiella,Plantaginaceae,Lamiales,0,0,1,1,0.005925926,.,.,.,.,.,.,.,.
Kennedia,Fabaceae,Fabales,0,0,1,0,0.096494845,.,.,.,.,.,.,.,.
Kickxia,Plantaginaceae,Lamiales,0,0,0.285714286,0,0.005925926,.,1,1,1,.,.,0.94,.
Knautia,Caprifoliaceae,Dipsacales,2.312673451,0.531914894,0.854166667,0,0,.,1,0.875,1,.,.,4.87,54.61597739
Kobresia,Cyperaceae,Poales,0,0,1,0,0.00045977,.,1,0.5,0,.,.,.,.
Kochia,Amaranthaceae,Caryophyllales,0,0,0.571428571,0.571428571,0.041463415,.,.,.,.,.,.,.,.
Koeleria,Poaceae,Poales,1.470588235,0.117647059,0.941176471,0,0.074314214,.,1,0.625,0,.,.,5.625833333,63.68485188
Koenigia,Polygonaceae,Caryophyllales,0,0,0.5,0,0.002727273,.,.,1,.,.,.,.,.
Kokia,Malvaceae,Malvales,0,0,1,1,0.006153846,.,.,.,.,4.5,.,0.63,.
Korthalsella,Santalaceae,Santalales,0,0,1,0,0.002139037,.,.,.,.,.,.,.,.
Krameria,Krameriaceae,Zygophyllales,0,0,1,1,0,.,.,.,1,.,.,.,.
Krigia,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,.,.,.,1.5,.
Kuhnia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Kunzea,Myrtaceae,Myrtales,0,0,1,1,0.003243243,.,.,.,.,.,.,.,.
Kyllinga,Cyperaceae,Poales,0,0,1,0,0.00045977,1,.,.,.,.,.,.,.
Kyllingia,Cyperaceae,Poales,0,0,0.666666667,0,0.00045977,.,.,.,.,.,.,.,.
Labordia,Loganiaceae,Gentianales,0.952380952,0.066666667,1,1,0,.,.,.,.,2.625,.,.,.
Laburnum,Fabaceae,Fabales,16.66666667,0.25,1,1,0.096494845,.,1,1,1,.,.,1.35,57.6161081
Lactuca,Asteraceae,Asterales,0.092506938,0.021276596,0.329145729,0,0.00210989,0,1,0.863636364,1,.,.,3.516875,50.10866239
Lagenifera,Asteraceae,Asterales,33.33333333,0.333333333,1,0,0.00210989,.,.,.,.,.,.,.,.
Lagenophora,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Lagophylla,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Lagotis,Plantaginaceae,Lamiales,0,0,1,0,0.005925926,.,.,.,.,.,.,.,.
Lamium,Lamiaceae,Lamiales,0,0,0.357142857,0,0.004320557,.,1,0.75,1,.,.,2.164285714,33.5928639
Lampranthus,Aizoaceae,Caryophyllales,0,0,1,1,0.000990099,.,.,.,.,.,.,.,.
Lamyropsis,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,4,.,.,.
Langloisia,Polemoniaceae,Ericales,0,0,0,0,0,.,.,.,.,.,.,.,.
Lappula,Boraginaceae,Boraginales,0,0,0,0,0.001824818,.,1,1,1,.,.,.,.
Lapsana,Asteraceae,Asterales,0,0,0.333333333,0,0.00210989,.,1,1,1,.,.,1.18,.
Larix,Pinaceae,Pinophyta,3.571428571,0.125,1,1,0.004761905,.,1,1,0,0.181818182,0.769,13.2,13.52265875
Laserpitium,Apiaceae,Apiales,0,0,0.923076923,0,0.003968254,.,1,1,1,.,.,1.76,16.8741391
Lasthenia,Asteraceae,Asterales,0.735294118,0.058823529,0.055555556,0,0.00210989,.,.,.,.,.,.,.,.
Lastreopsis,Dryopteridaceae,Monilophyta,0,0,.,.,0,.,.,.,.,4,.,.,.
Lathraea,Orobanchaceae,Lamiales,0,0,1,0,0,.,1,0.5,1,.,.,.,.
Lathyrus,Fabaceae,Fabales,0.024996875,0.015748031,0.692913386,0,0.096494845,.,1,0.789473684,1,.,0.807,7.437222222,24.57897815
Launaea,Asteraceae,Asterales,0,0,0.833333333,0.5,0.00210989,0.5,.,.,1,0.666666667,.,1.54,.
Laurus,Lauraceae,Laurales,0,0,1,1,4.00E-04,0,.,.,1,0.5,.,3.215,0
Lavandula,Lamiaceae,Lamiales,0,0,1,1,0.004320557,.,1,1,1,0,.,2.223333333,133.4743801
Lavatera,Malvaceae,Malvales,0,0,0.477272727,0.363636364,0.006153846,.,1,1,1,.,.,.,.
Lawrencia,Malvaceae,Malvales,0,0,1,0.25,0.006153846,.,.,.,.,.,.,.,.
Layia,Asteraceae,Asterales,0,0,0,0,0.00210989,.,.,.,.,.,.,.,.
Lechea,Cistaceae,Malvales,0,0,1,0,0.011428571,.,.,.,.,.,.,.,.
Leersia,Poaceae,Poales,0,0,1,0,0.074314214,.,1,0.5,.,.,.,.,.
Legousia,Campanulaceae,Asterales,0,0,0,0,0,.,1,1,1,.,.,.,.
Lemna,Araceae,Alismatales,0,0,1,0,0.000248447,.,1,0,1,3,.,0.609285714,20.91846457
Lens,Fabaceae,Fabales,0,0,0,0,0.096494845,.,.,.,.,.,0.019,4.4,0
Leontodon,Asteraceae,Asterales,0.378787879,0.060606061,0.860182371,0,0.00210989,.,1,0.666666667,1,.,.,1.527142857,43.68361506
Leonurus,Lamiaceae,Lamiales,0,0,0.5,0,0.004320557,.,1,0.5,1,.,.,0.81,.
Lepechinia,Lamiaceae,Lamiales,0,0,1,1,0.004320557,.,.,.,.,2,.,.,.
Lepidium,Brassicaceae,Brassicales,0.014992504,0.00862069,0.370411568,0.099137931,0.00485306,.,1,0.916666667,1,2,.,0.521666667,51.81277337
Lepidospartum,Asteraceae,Asterales,0,0,1,1,0.00210989,.,.,.,.,.,.,.,.
Lepidosperma,Cyperaceae,Poales,0,0,1,0,0.00045977,.,.,.,.,.,.,.,.
Lepidotis,Lycopodiaceae,Lycophyta,0,0,1,0,0,.,.,.,.,.,.,.,.
Lepilaena,Potamogetonaceae,Alismatales,0,0,.,0,0,.,.,.,.,.,.,.,.
Leptinella,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Leptocarpus,Restionaceae,Poales,0,0,1,0,0,.,.,.,.,.,.,.,.
Leptochloa,Poaceae,Poales,0,0,0.05,0,0.074314214,.,.,.,.,.,.,.,.
Leptodactylon,Polemoniaceae,Ericales,0,0,1,0.375,0,.,.,.,.,.,.,.,.
Leptomeria,Santalaceae,Santalales,0,0,1,1,0.002139037,.,.,.,.,.,.,.,.
Leptorhynchos,Asteraceae,Asterales,0,0,0.666666667,0,0.00210989,.,.,.,1,.,.,.,.
Leptospermum,Myrtaceae,Myrtales,0.790513834,0.086956522,1,1,0.003243243,.,.,.,.,.,.,.,.
Lepyrodia,Restionaceae,Poales,0,0,1,0,0,.,.,.,.,.,.,.,.
Lespedeza,Fabaceae,Fabales,2.666666667,0.32,0.92,0,0.096494845,.,.,.,.,.,.,.,.
Lesquerella,Brassicaceae,Brassicales,0,0,0.625,0,0.00485306,.,.,.,.,.,.,0.69,.
Lessingia,Asteraceae,Asterales,0,0,0.071428571,0.071428571,0.00210989,.,.,.,.,.,.,.,.
Leucanthemopsis,Asteraceae,Asterales,0,0,1,0,0.00210989,.,1,0.5,1,.,.,12.57,.
Leucanthemum,Asteraceae,Asterales,0,0,0.9375,0,0.00210989,.,1,0.5,1,.,.,12.28555556,46.13867943
Leucochrysum,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,1,.,.,.,.
Leucojum,Amaryllidaceae,Asparagales,0,0,1,0,0,.,1,0.5,1,.,.,32.81666667,5.920112715
Leucopogon,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Leucothoe,Ericaceae,Ericales,0,0,1,1,0,.,.,.,.,.,.,.,.
Leuzea,Asteraceae,Asterales,0,0,0.5,0,0.00210989,.,.,.,.,.,.,.,.
Levenhookia,Stylidiaceae,Asterales,0,0,0,0,0,.,.,.,.,.,.,.,.
Lewisia,Montiaceae,Caryophyllales,4.093567251,0.368421053,1,0,0,.,.,.,.,.,.,3.916666667,30.46047688
Leymus,Poaceae,Poales,4.285714286,0.3,1,0,0.074314214,.,1,0,0,.,.,12.29333333,27.80101131
Liatris,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,0.97,.,.
Libertia,Iridaceae,Asparagales,0,0,1,0,0,.,.,.,.,.,.,.,.
Ligularia,Asteraceae,Asterales,0,0,1,0,0.00210989,.,.,.,.,.,.,.,.
Ligusticum,Apiaceae,Apiales,0,0,1,0,0.003968254,.,1,0.833333333,1,4,.,.,.
Ligustrum,Oleaceae,Lamiales,0,0,1,1,0.003252033,.,1,1,1,3,.,1.325,0
Lilaeopsis,Apiaceae,Apiales,0,0,1,0,0.003968254,.,.,.,.,.,.,.,.
Lilium,Liliaceae,Liliales,1.505376344,0.225806452,1,0,0,.,1,0.75,1,.,.,37.98583333,13.38998651
Limnanthes,Limnanthaceae,Brassicales,0,0,0,0,0,.,.,.,.,.,0.7014,1.39,.
Limonium,Plumbaginaceae,Caryophyllales,0.12642225,0.07079646,0.955752212,0.044247788,0.001196172,.,1,0.75,1,1.333333333,.,4.695555556,51.21710909
Limosella,Plantaginaceae,Lamiales,4.444444444,0.2,0.15,0,0.005925926,.,1,0.75,1,.,.,.,.
Linanthus,Polemoniaceae,Ericales,0,0,0.066666667,0,0,.,.,.,.,.,0.11,1.32,.
Linaria,Plantaginaceae,Lamiales,0.289395071,0.149038462,0.451374207,0,0.005925926,.,1,0.6875,1,.,.,0.87,.
Lindernia,Linderniaceae,Lamiales,0,0,0.5,0,0,1,1,1,1,.,.,.,.
Lindsaea,Lindsaeaceae,Monilophyta,5,0.1,1,0,0,.,.,.,.,.,.,.,.
Linum,Linaceae,Malpighiales,0,0,0.510721553,0.144736842,0,0,1,0.85,1,4,.,0.915,61.56648452
Liparis,Orchidaceae,Asparagales,0,0,1,0,0,1,1,0.5,1,3.5,.,9.7,.
Lipocarpha,Cyperaceae,Poales,0,0,0,0,0.00045977,0,.,.,0,.,.,.,.
Lipochaeta,Asteraceae,Asterales,1.578947368,0.15,0.95,0,0.00210989,.,.,.,.,.,.,.,.
Listera,Orchidaceae,Asparagales,1.098901099,0.071428571,1,0,0,.,.,.,.,.,.,.,.
Lithodora,Boraginaceae,Boraginales,0,0,1,1,0.001824818,.,.,.,1,3,.,.,.
Lithophragma,Saxifragaceae,Saxifragales,0,0,1,0,0,.,.,.,.,.,.,.,.
Lithospermum,Boraginaceae,Boraginales,0,0,0.722222222,0,0.001824818,0,1,1,1,.,.,.,.
Lobelia,Campanulaceae,Asterales,0.12195122,0.024390244,0.794117647,0.317073171,0,1,1,1,1,2.083333333,0.73,5.473,38.99487322
Lobularia,Brassicaceae,Brassicales,0,0,0.5,0,0.00485306,.,1,1,1,.,.,0.55,5.142594772
Loeflingia,Caryophyllaceae,Caryophyllales,0,0,0,0,0.001818182,.,.,.,.,.,.,.,.
Loeseliastrum,Polemoniaceae,Ericales,0,0,0,0,0,.,.,.,.,.,.,.,.
Logania,Loganiaceae,Gentianales,0,0,1,0.666666667,0,.,.,.,.,.,.,.,.
